Client Order ID,Instrument,Side,Quantity,Price
u061082,Lotus,1,1000,63.68
u061083,Lotus,2,700,88.09
u061084,Lotus,1,690,31.56
u061085,Rose,1,1000,39.76
u061086,Lavender,1,410,48.1
u061087,Lotus,2,960,72.61
u061088,Lavender,1,510,71.58
u061089,Tulip,2,910,148.23
u061090,Lavender,1,920,112.18
u061091,Rose,1,580,59.89
u061092,Lavender,2,950,134.32
u061093,Lavender,2,970,52.01
u061094,Rose,1,940,63.98
u061095,Lotus,1,120,36.89
u061096,Lavender,2,870,85.12
u061097,Lotus,1,810,43.17
u061098,Lotus,2,290,72.75
u061099,Orchid,1,250,53.43
u061100,Lavender,2,810,104.94
u061101,Tulip,2,610,126.97
u061102,Rose,1,590,144.67
u061103,Lavender,1,670,59.48
u061104,Tulip,1,40,118.99
u061105,Tulip,1,650,62.17
u061106,Orchid,2,150,23.0
u061107,Lavender,2,220,22.09
u061108,Orchid,1,610,144.23
u061109,Rose,2,1000,129.26
u061110,Lotus,2,90,148.85
u061111,Tulip,2,60,96.31
u061112,Lotus,2,980,95.14
u061113,Rose,1,430,84.1
u061114,Tulip,2,330,45.13
u061115,Lavender,1,570,15.88
u061116,Lotus,1,890,133.77
u061117,Orchid,1,630,36.26
u061118,Lavender,1,730,111.06
u061119,Orchid,2,640,31.55
u061120,Lotus,1,180,63.08
u061121,Lotus,1,920,86.5
u061122,Rose,2,830,132.64
u061123,Orchid,1,40,145.3
u061124,Orchid,1,80,92.28
u061125,Tulip,1,530,40.11
u061126,Rose,1,870,50.77
u061127,Rose,1,570,141.06
u061128,Lotus,2,890,26.45
u061129,Rose,2,710,76.83
u061130,Tulip,1,120,54.4
u061131,Lotus,2,160,131.89
u061132,Lavender,1,250,29.84
u061133,Lavender,2,60,109.35
u061134,Lotus,2,150,136.71
u061135,Rose,1,510,109.61
u061136,Tulip,2,210,110.01
u061137,Orchid,2,770,38.63
u061138,Lotus,1,580,114.66
u061139,Orchid,2,190,134.88
u061140,Lavender,1,380,132.07
u061141,Lavender,1,760,71.89
u061142,Rose,1,610,10.41
u061143,Lavender,1,770,121.15
u061144,Lotus,2,940,28.03
u061145,Lotus,2,320,99.42
u061146,Rose,2,650,134.24
u061147,Rose,1,170,142.97
u061148,Lotus,2,530,58.36
u061149,Rose,2,810,109.56
u061150,Rose,2,520,42.64
u061151,Tulip,1,780,71.26
u061152,Lotus,1,740,75.74
u061153,Tulip,1,30,10.39
u061154,Tulip,2,200,72.18
u061155,Orchid,2,170,66.16
u061156,Lotus,2,560,57.61
u061157,Lavender,1,230,121.94
u061158,Tulip,2,300,20.85
u061159,Lotus,1,230,126.58
u061160,Lotus,2,580,17.02
u061161,Lavender,1,380,107.0
u061162,Orchid,1,550,106.3
u061163,Rose,1,980,94.56
u061164,Tulip,2,60,96.39
u061165,Lavender,2,950,28.66
u061166,Tulip,2,910,109.47
u061167,Tulip,1,440,81.63
u061168,Lotus,1,960,107.55
u061169,Tulip,2,790,140.1
u061170,Orchid,1,850,33.62
u061171,Rose,2,500,96.82
u061172,Orchid,2,270,112.44
u061173,Orchid,1,610,120.36
u061174,Lavender,1,30,14.03
u061175,Rose,2,950,110.18
u061176,Orchid,2,460,44.6
u061177,Lotus,1,570,98.36
u061178,Tulip,1,320,87.55
u061179,Rose,2,440,119.98
u061180,Rose,1,10,64.09
u061181,Lavender,1,150,30.32
u061182,Lavender,1,440,40.99
u061183,Lavender,1,810,44.92
u061184,Lotus,1,270,82.75
u061185,Lavender,2,360,122.69
u061186,Rose,2,130,145.16
u061187,Lotus,1,310,101.38
u061188,Orchid,1,820,132.38
u061189,Tulip,1,180,62.78
u061190,Rose,2,670,62.81
u061191,Orchid,2,810,107.37
u061192,Lavender,1,170,76.05
u061193,Rose,1,310,128.27
u061194,Lotus,1,730,146.97
u061195,Lotus,2,220,84.34
u061196,Lotus,2,240,53.21
u061197,Tulip,2,750,43.3
u061198,Lotus,1,990,131.69
u061199,Lotus,1,930,130.31
u061200,Orchid,1,360,141.89
u061201,Lotus,1,370,57.04
u061202,Lotus,2,300,101.59
u061203,Rose,2,1000,31.57
u061204,Rose,2,560,83.81
u061205,Tulip,1,880,66.28
u061206,Orchid,1,540,119.19
u061207,Rose,1,680,89.36
u061208,Orchid,2,270,117.3
u061209,Lotus,1,420,110.17
u061210,Tulip,2,510,146.24
u061211,Rose,1,420,144.92
u061212,Tulip,2,810,87.53
u061213,Rose,1,690,86.91
u061214,Lotus,2,110,93.95
u061215,Tulip,1,400,62.53
u061216,Lavender,1,300,52.61
u061217,Lotus,2,560,143.72
u061218,Lotus,2,430,146.75
u061219,Rose,1,300,77.15
u061220,Orchid,2,440,79.77
u061221,Orchid,1,890,14.56
u061222,Lotus,1,750,114.93
u061223,Orchid,2,380,89.09
u061224,Lotus,2,630,87.09
u061225,Lavender,1,760,92.35
u061226,Rose,2,230,20.86
u061227,Lotus,2,810,49.2
u061228,Tulip,1,370,111.79
u061229,Rose,2,640,101.33
u061230,Lavender,2,190,114.41
u061231,Orchid,1,500,36.81
u061232,Tulip,1,870,96.76
u061233,Lotus,2,170,106.04
u061234,Lavender,2,980,113.46
u061235,Orchid,2,70,25.81
u061236,Lavender,2,1000,35.9
u061237,Lotus,1,170,128.2
u061238,Lotus,1,620,58.4
u061239,Lavender,1,780,92.41
u061240,Orchid,2,190,35.59
u061241,Tulip,1,550,40.46
u061242,Rose,2,180,42.56
u061243,Lavender,2,800,70.53
u061244,Rose,1,460,49.31
u061245,Lotus,1,760,136.76
u061246,Lotus,1,790,115.55
u061247,Orchid,1,90,47.11
u061248,Tulip,1,510,118.64
u061249,Lavender,1,590,136.38
u061250,Lotus,2,820,122.32
u061251,Lavender,1,90,111.11
u061252,Tulip,1,670,90.35
u061253,Rose,1,1000,131.97
u061254,Rose,2,880,31.73
u061255,Lotus,2,740,28.06
u061256,Lavender,1,580,129.83
u061257,Orchid,2,610,91.05
u061258,Tulip,2,1000,131.72
u061259,Tulip,1,130,76.35
u061260,Orchid,2,910,90.91
u061261,Lotus,2,980,99.56
u061262,Tulip,1,150,61.94
u061263,Lavender,2,140,73.04
u061264,Lotus,2,160,115.22
u061265,Tulip,2,240,122.51
u061266,Lavender,1,940,65.47
u061267,Lotus,2,290,17.41
u061268,Rose,1,730,113.23
u061269,Tulip,2,260,103.98
u061270,Lotus,1,40,21.86
u061271,Lotus,2,90,43.17
u061272,Lavender,1,120,41.49
u061273,Tulip,2,550,121.95
u061274,Lavender,2,360,27.18
u061275,Orchid,2,850,135.2
u061276,Orchid,1,400,12.16
u061277,Tulip,1,120,132.52
u061278,Rose,1,160,38.08
u061279,Lavender,1,950,91.53
u061280,Tulip,2,970,137.53
u061281,Tulip,2,1000,60.8
u061282,Lotus,2,620,74.62
u061283,Rose,1,100,14.58
u061284,Orchid,1,890,39.72
u061285,Lavender,2,550,95.95
u061286,Tulip,1,950,36.16
u061287,Tulip,1,340,17.27
u061288,Orchid,1,420,134.1
u061289,Rose,2,70,140.37
u061290,Tulip,1,190,31.48
u061291,Tulip,2,100,120.5
u061292,Rose,2,910,149.16
u061293,Tulip,1,80,62.97
u061294,Orchid,2,190,67.66
u061295,Lavender,2,610,56.96
u061296,Rose,2,290,147.18
u061297,Lavender,1,210,121.17
u061298,Tulip,1,670,116.87
u061299,Orchid,1,230,90.4
u061300,Tulip,2,390,28.96
u061301,Tulip,1,20,128.84
u061302,Lavender,2,890,135.71
u061303,Rose,2,600,36.19
u061304,Lavender,1,440,83.18
u061305,Rose,1,1000,15.17
u061306,Tulip,2,770,96.32
u061307,Lavender,1,500,77.57
u061308,Rose,2,760,120.93
u061309,Lotus,1,240,133.78
u061310,Tulip,1,220,130.85
u061311,Lotus,1,660,102.37
u061312,Lotus,1,870,117.56
u061313,Lavender,2,890,116.12
u061314,Orchid,1,1000,145.92
u061315,Rose,2,690,51.62
u061316,Lotus,1,300,129.07
u061317,Rose,1,50,102.94
u061318,Rose,2,680,129.93
u061319,Lotus,2,980,102.59
u061320,Lotus,2,550,144.8
u061321,Lavender,1,950,104.51
u061322,Rose,1,130,101.52
u061323,Rose,2,990,62.89
u061324,Orchid,1,660,115.58
u061325,Tulip,2,620,15.12
u061326,Lotus,2,310,146.31
u061327,Lavender,2,510,146.05
u061328,Lavender,2,180,107.7
u061329,Orchid,1,430,48.31
u061330,Orchid,1,240,130.56
u061331,Lotus,2,300,49.32
u061332,Orchid,2,670,121.28
u061333,Orchid,1,120,80.75
u061334,Lavender,1,710,111.38
u061335,Lotus,1,700,66.47
u061336,Lavender,1,550,81.25
u061337,Lavender,2,780,107.33
u061338,Lotus,1,650,125.2
u061339,Lavender,1,110,72.4
u061340,Lotus,1,800,74.02
u061341,Tulip,2,800,91.02
u061342,Lavender,2,410,103.3
u061343,Lotus,2,460,114.52
u061344,Lavender,2,130,40.36
u061345,Lotus,2,230,51.0
u061346,Lavender,2,910,75.61
u061347,Lotus,2,70,110.23
u061348,Lavender,1,160,122.46
u061349,Rose,1,500,62.4
u061350,Lotus,1,640,130.47
u061351,Lavender,2,580,129.71
u061352,Rose,1,260,115.22
u061353,Tulip,1,870,11.4
u061354,Lavender,1,260,98.54
u061355,Orchid,1,140,81.01
u061356,Tulip,1,190,76.3
u061357,Orchid,2,520,54.34
u061358,Lavender,1,380,41.03
u061359,Lotus,2,470,93.85
u061360,Rose,2,50,72.28
u061361,Tulip,2,860,114.31
u061362,Lotus,1,310,129.14
u061363,Lavender,1,470,24.94
u061364,Rose,1,730,29.56
u061365,Lavender,2,190,96.98
u061366,Rose,2,990,113.45
u061367,Rose,1,350,95.88
u061368,Lotus,1,740,146.23
u061369,Orchid,2,310,115.78
u061370,Lotus,1,990,146.47
u061371,Tulip,2,400,24.34
u061372,Tulip,2,360,110.64
u061373,Tulip,2,150,147.21
u061374,Lavender,2,450,100.61
u061375,Rose,1,230,72.65
u061376,Tulip,1,660,31.72
u061377,Rose,2,460,124.23
u061378,Lavender,1,140,19.6
u061379,Orchid,2,10,76.08
u061380,Lavender,2,750,40.98
u061381,Rose,1,350,73.76
u061382,Lotus,1,210,141.98
u061383,Tulip,1,690,81.94
u061384,Orchid,2,900,79.87
u061385,Orchid,2,10,116.86
u061386,Rose,1,550,33.57
u061387,Orchid,1,880,47.25
u061388,Orchid,2,120,76.65
u061389,Lotus,2,270,20.28
u061390,Tulip,2,260,134.91
u061391,Lavender,2,990,118.45
u061392,Lotus,1,500,34.53
u061393,Rose,1,620,100.3
u061394,Lavender,1,920,64.93
u061395,Tulip,2,500,38.62
u061396,Tulip,2,700,97.2
u061397,Lavender,2,380,54.18
u061398,Lavender,2,650,85.43
u061399,Orchid,1,380,149.83
u061400,Orchid,1,220,100.26
u061401,Tulip,1,620,32.63
u061402,Lotus,2,600,53.88
u061403,Rose,2,410,82.35
u061404,Rose,2,340,69.35
u061405,Orchid,2,930,143.12
u061406,Lavender,1,980,43.07
u061407,Lavender,1,640,27.98
u061408,Tulip,2,520,26.18
u061409,Lotus,1,960,68.17
u061410,Lotus,2,870,96.78
u061411,Tulip,2,240,119.69
u061412,Rose,2,70,124.65
u061413,Orchid,2,200,101.91
u061414,Orchid,1,360,71.37
u061415,Orchid,1,410,137.4
u061416,Orchid,2,400,97.02
u061417,Lavender,1,550,11.99
u061418,Rose,1,880,50.16
u061419,Lotus,2,100,117.89
u061420,Orchid,2,110,26.72
u061421,Tulip,2,300,79.3
u061422,Lotus,2,380,48.53
u061423,Rose,1,80,23.23
u061424,Lavender,1,80,83.36
u061425,Lavender,2,820,61.82
u061426,Lavender,2,810,106.39
u061427,Rose,2,460,142.62
u061428,Rose,1,810,114.92
u061429,Rose,1,430,105.5
u061430,Orchid,1,750,58.48
u061431,Orchid,1,360,22.46
u061432,Tulip,2,200,73.36
u061433,Lavender,2,300,10.55
u061434,Orchid,2,680,87.17
u061435,Rose,1,910,123.68
u061436,Tulip,2,90,139.07
u061437,Orchid,1,430,130.43
u061438,Rose,2,860,145.28
u061439,Orchid,2,850,82.31
u061440,Rose,2,850,43.62
u061441,Lavender,1,10,52.45
u061442,Lavender,2,40,110.24
u061443,Lavender,2,930,125.81
u061444,Tulip,2,780,52.03
u061445,Tulip,2,240,142.05
u061446,Orchid,1,640,123.01
u061447,Tulip,1,360,141.78
u061448,Tulip,1,800,47.42
u061449,Tulip,2,200,130.15
u061450,Lotus,2,750,138.83
u061451,Tulip,1,580,79.28
u061452,Tulip,1,470,102.58
u061453,Tulip,1,890,89.26
u061454,Lotus,2,50,42.4
u061455,Lotus,2,160,19.31
u061456,Lotus,2,330,71.07
u061457,Lotus,1,160,24.62
u061458,Orchid,1,990,77.26
u061459,Rose,1,640,88.45
u061460,Tulip,2,930,118.82
u061461,Lotus,2,970,129.04
u061462,Orchid,2,290,22.98
u061463,Tulip,1,270,68.82
u061464,Rose,2,960,36.04
u061465,Orchid,2,390,127.88
u061466,Tulip,2,440,32.76
u061467,Orchid,2,850,85.2
u061468,Lotus,2,900,52.43
u061469,Orchid,2,140,135.96
u061470,Rose,1,890,147.42
u061471,Orchid,1,100,106.58
u061472,Orchid,2,210,40.7
u061473,Tulip,1,720,98.59
u061474,Lavender,2,500,87.23
u061475,Tulip,2,160,40.97
u061476,Tulip,2,310,31.75
u061477,Lotus,2,630,105.96
u061478,Rose,1,380,140.39
u061479,Rose,2,90,49.33
u061480,Tulip,2,250,132.63
u061481,Tulip,1,170,77.5
u061482,Orchid,2,50,101.22
u061483,Lotus,2,650,124.99
u061484,Orchid,2,200,115.15
u061485,Tulip,2,390,149.1
u061486,Tulip,1,340,104.1
u061487,Rose,1,800,35.85
u061488,Lotus,2,470,81.86
u061489,Lavender,1,300,142.24
u061490,Rose,1,520,145.9
u061491,Tulip,1,190,58.14
u061492,Orchid,1,380,27.03
u061493,Rose,2,1000,42.58
u061494,Rose,1,180,67.36
u061495,Lavender,1,520,93.45
u061496,Lavender,1,850,122.2
u061497,Tulip,2,240,136.64
u061498,Lavender,2,470,115.11
u061499,Rose,2,760,62.6
u061500,Lotus,1,800,42.68
u061501,Orchid,2,710,111.21
u061502,Rose,2,300,91.13
u061503,Tulip,2,640,127.31
u061504,Orchid,2,680,114.03
u061505,Rose,2,60,52.75
u061506,Rose,2,680,17.83
u061507,Orchid,2,330,98.77
u061508,Lotus,1,920,124.89
u061509,Orchid,1,470,139.24
u061510,Orchid,2,80,100.61
u061511,Orchid,2,260,138.38
u061512,Lavender,2,680,97.19
u061513,Lotus,1,520,60.75
u061514,Lavender,1,600,131.52
u061515,Rose,1,360,22.11
u061516,Rose,1,190,86.31
u061517,Lotus,1,70,74.63
u061518,Tulip,1,70,49.43
u061519,Orchid,1,210,94.89
u061520,Rose,2,700,13.32
u061521,Lotus,2,410,40.89
u061522,Rose,2,30,95.45
u061523,Rose,1,790,49.9
u061524,Lavender,2,470,21.89
u061525,Lavender,2,720,88.58
u061526,Tulip,2,900,104.83
u061527,Orchid,1,980,59.41
u061528,Orchid,1,540,83.36
u061529,Rose,1,270,46.41
u061530,Orchid,1,270,32.5
u061531,Tulip,1,570,14.82
u061532,Lavender,2,940,45.87
u061533,Lavender,1,530,80.48
u061534,Lavender,2,160,29.9
u061535,Lotus,2,70,50.15
u061536,Orchid,2,150,139.14
u061537,Rose,2,680,110.45
u061538,Tulip,1,640,116.98
u061539,Tulip,1,760,122.23
u061540,Orchid,2,800,19.75
u061541,Tulip,2,420,58.56
u061542,Orchid,2,410,147.54
u061543,Orchid,1,320,77.63
u061544,Rose,2,480,23.4
u061545,Tulip,2,220,66.9
u061546,Rose,2,580,18.47
u061547,Rose,1,810,56.6
u061548,Lotus,2,890,57.01
u061549,Tulip,1,840,45.21
u061550,Rose,1,520,34.71
u061551,Orchid,1,50,87.87
u061552,Orchid,1,810,36.02
u061553,Lavender,2,910,52.63
u061554,Rose,2,640,41.25
u061555,Tulip,2,580,87.97
u061556,Orchid,2,790,129.12
u061557,Rose,1,240,107.75
u061558,Lavender,2,330,124.14
u061559,Lotus,2,10,37.05
u061560,Lavender,1,500,120.98
u061561,Rose,2,490,66.35
u061562,Orchid,2,420,83.02
u061563,Lotus,1,110,75.5
u061564,Tulip,1,10,124.2
u061565,Rose,1,50,67.7
u061566,Lotus,1,430,91.54
u061567,Lotus,2,390,71.2
u061568,Tulip,2,810,106.24
u061569,Lavender,1,80,116.13
u061570,Lavender,2,50,47.9
u061571,Orchid,1,550,101.02
u061572,Tulip,2,660,131.78
u061573,Tulip,2,360,55.91
u061574,Rose,2,760,37.87
u061575,Rose,1,710,87.88
u061576,Orchid,2,840,11.94
u061577,Lotus,2,810,21.88
u061578,Rose,1,560,144.59
u061579,Lotus,1,40,89.93
u061580,Lotus,1,670,108.5
u061581,Lotus,2,460,79.07
u061582,Tulip,2,120,94.05
u061583,Lavender,2,100,16.1
u061584,Tulip,2,540,43.29
u061585,Tulip,2,620,114.83
u061586,Lotus,2,980,48.31
u061587,Rose,2,100,92.76
u061588,Tulip,1,680,84.16
u061589,Lavender,1,920,97.12
u061590,Lavender,2,160,132.06
u061591,Tulip,2,160,109.12
u061592,Tulip,2,940,118.69
u061593,Tulip,2,390,48.98
u061594,Lavender,2,450,102.63
u061595,Lotus,2,160,96.53
u061596,Lotus,2,320,97.93
u061597,Rose,2,900,127.06
u061598,Tulip,1,990,31.23
u061599,Orchid,2,1000,43.18
u061600,Orchid,1,390,130.26
u061601,Rose,2,220,105.52
u061602,Lavender,1,350,52.61
u061603,Rose,1,690,90.92
u061604,Tulip,2,510,41.41
u061605,Lotus,1,730,66.86
u061606,Orchid,1,430,141.99
u061607,Tulip,1,370,54.21
u061608,Lotus,1,600,14.4
u061609,Tulip,2,580,103.26
u061610,Orchid,2,720,130.73
u061611,Rose,2,400,69.85
u061612,Tulip,1,740,86.22
u061613,Lotus,1,360,18.37
u061614,Lavender,1,870,87.06
u061615,Tulip,1,270,40.31
u061616,Orchid,1,410,66.52
u061617,Orchid,1,600,110.17
u061618,Orchid,1,740,20.47
u061619,Tulip,1,690,30.0
u061620,Rose,1,800,125.49
u061621,Rose,1,550,36.05
u061622,Tulip,1,630,89.11
u061623,Tulip,1,170,108.23
u061624,Orchid,2,950,85.01
u061625,Rose,2,390,147.33
u061626,Orchid,1,480,69.32
u061627,Rose,1,410,20.52
u061628,Lotus,1,60,144.08
u061629,Lavender,1,610,45.59
u061630,Lotus,1,750,109.38
u061631,Rose,1,740,11.63
u061632,Orchid,2,610,127.9
u061633,Rose,2,130,57.7
u061634,Lotus,1,110,109.47
u061635,Lavender,1,780,137.82
u061636,Tulip,2,260,149.46
u061637,Rose,2,930,91.58
u061638,Orchid,1,100,14.58
u061639,Rose,1,760,50.81
u061640,Lotus,2,640,44.75
u061641,Lotus,2,530,113.49
u061642,Orchid,2,920,31.02
u061643,Rose,1,880,115.13
u061644,Orchid,1,220,86.87
u061645,Orchid,1,920,132.56
u061646,Orchid,1,820,139.67
u061647,Rose,2,10,75.53
u061648,Orchid,2,430,143.65
u061649,Lotus,1,320,131.91
u061650,Lavender,2,840,98.91
u061651,Lotus,2,390,104.28
u061652,Orchid,2,420,16.69
u061653,Lavender,1,260,122.14
u061654,Tulip,2,450,58.7
u061655,Lotus,1,560,107.42
u061656,Lavender,2,210,84.97
u061657,Rose,1,970,92.54
u061658,Lotus,1,310,76.03
u061659,Orchid,1,690,114.01
u061660,Rose,2,110,148.4
u061661,Lavender,1,1000,13.62
u061662,Rose,1,120,140.06
u061663,Tulip,2,20,46.49
u061664,Rose,2,190,91.87
u061665,Rose,1,660,132.81
u061666,Rose,1,610,67.95
u061667,Tulip,1,600,59.14
u061668,Lotus,2,840,118.38
u061669,Lavender,1,70,132.1
u061670,Rose,1,200,116.39
u061671,Orchid,2,900,90.57
u061672,Orchid,2,630,114.69
u061673,Lotus,2,840,108.15
u061674,Lavender,2,700,126.96
u061675,Lavender,1,310,117.91
u061676,Tulip,2,140,104.94
u061677,Lavender,1,550,104.13
u061678,Orchid,2,820,25.35
u061679,Tulip,1,620,49.92
u061680,Lavender,1,500,26.67
u061681,Rose,2,50,95.04
u061682,Lavender,2,940,77.76
u061683,Tulip,2,790,79.8
u061684,Tulip,1,830,119.63
u061685,Rose,2,870,142.28
u061686,Rose,2,860,37.08
u061687,Lavender,1,220,35.67
u061688,Tulip,1,910,128.36
u061689,Rose,1,350,115.84
u061690,Lotus,1,920,47.46
u061691,Lotus,1,440,32.2
u061692,Tulip,1,580,98.64
u061693,Lotus,1,930,58.05
u061694,Orchid,2,280,36.74
u061695,Lotus,2,240,54.0
u061696,Rose,2,290,68.51
u061697,Tulip,2,560,32.02
u061698,Orchid,2,330,48.92
u061699,Lotus,2,740,82.83
u061700,Rose,2,880,129.32
u061701,Lavender,1,310,92.09
u061702,Lotus,1,610,141.78
u061703,Lavender,2,80,54.83
u061704,Lavender,2,890,28.63
u061705,Lavender,1,520,114.27
u061706,Orchid,1,440,83.03
u061707,Tulip,2,420,100.91
u061708,Rose,2,640,95.84
u061709,Lotus,2,500,115.25
u061710,Rose,1,430,123.36
u061711,Rose,1,90,58.51
u061712,Orchid,1,830,105.36
u061713,Orchid,1,140,44.79
u061714,Orchid,1,820,102.3
u061715,Rose,2,270,147.61
u061716,Rose,2,420,79.67
u061717,Lavender,1,910,111.82
u061718,Rose,1,470,118.22
u061719,Lotus,2,390,18.31
u061720,Tulip,2,390,15.51
u061721,Rose,2,140,42.45
u061722,Lotus,2,290,79.29
u061723,Tulip,1,80,39.22
u061724,Lavender,1,530,10.86
u061725,Tulip,2,770,108.07
u061726,Tulip,2,470,144.51
u061727,Lotus,2,690,78.25
u061728,Rose,1,290,49.41
u061729,Orchid,2,520,17.27
u061730,Lavender,2,660,87.85
u061731,Lavender,1,880,126.7
u061732,Rose,2,410,12.01
u061733,Tulip,1,800,47.47
u061734,Orchid,1,950,50.45
u061735,Rose,2,750,98.32
u061736,Rose,1,780,68.42
u061737,Lotus,1,560,21.4
u061738,Lotus,2,610,10.19
u061739,Rose,2,650,103.33
u061740,Tulip,1,800,88.37
u061741,Lotus,2,30,90.21
u061742,Rose,1,110,70.06
u061743,Lotus,2,840,63.69
u061744,Lavender,1,650,23.9
u061745,Lotus,1,370,76.17
u061746,Lavender,1,940,45.05
u061747,Lavender,1,50,85.05
u061748,Tulip,1,490,27.86
u061749,Tulip,2,790,36.15
u061750,Orchid,2,560,33.94
u061751,Tulip,1,430,56.16
u061752,Orchid,2,570,88.21
u061753,Lavender,1,650,66.09
u061754,Lavender,2,660,22.47
u061755,Rose,1,700,60.41
u061756,Orchid,1,540,68.53
u061757,Lotus,2,540,147.46
u061758,Rose,1,200,86.02
u061759,Lotus,1,290,93.61
u061760,Lavender,2,10,106.92
u061761,Rose,2,650,55.8
u061762,Lotus,1,10,128.81
u061763,Lavender,2,610,125.99
u061764,Rose,2,630,95.9
u061765,Orchid,2,350,28.93
u061766,Rose,2,590,134.12
u061767,Orchid,2,910,81.76
u061768,Rose,2,750,65.51
u061769,Lavender,2,840,141.19
u061770,Lavender,1,160,120.0
u061771,Tulip,2,100,103.13
u061772,Orchid,2,490,137.08
u061773,Lotus,1,770,114.18
u061774,Rose,2,590,144.63
u061775,Lavender,1,770,31.28
u061776,Orchid,1,570,128.76
u061777,Tulip,2,310,121.25
u061778,Rose,1,690,123.46
u061779,Tulip,1,510,140.11
u061780,Orchid,1,740,93.27
u061781,Rose,2,510,18.63
u061782,Tulip,2,30,18.92
u061783,Orchid,1,1000,98.71
u061784,Orchid,2,500,126.92
u061785,Orchid,1,30,126.31
u061786,Rose,1,40,25.35
u061787,Tulip,2,140,71.41
u061788,Rose,2,490,37.41
u061789,Lavender,1,190,22.3
u061790,Lotus,1,260,116.48
u061791,Lavender,2,210,22.07
u061792,Tulip,2,400,133.71
u061793,Rose,2,410,92.87
u061794,Orchid,2,620,94.56
u061795,Rose,2,80,113.09
u061796,Lavender,1,190,137.07
u061797,Tulip,2,190,53.41
u061798,Lavender,2,580,70.01
u061799,Lavender,1,750,70.31
u061800,Lotus,1,580,75.5
u061801,Rose,2,70,122.28
u061802,Lotus,1,210,40.04
u061803,Lavender,1,460,123.6
u061804,Tulip,2,820,123.99
u061805,Lavender,2,750,134.75
u061806,Rose,1,130,132.27
u061807,Rose,1,90,71.64
u061808,Rose,2,300,104.95
u061809,Lotus,2,130,20.4
u061810,Lotus,1,820,31.16
u061811,Lavender,2,70,89.34
u061812,Orchid,1,750,87.95
u061813,Lavender,1,920,15.0
u061814,Lotus,1,390,130.59
u061815,Lotus,2,710,56.8
u061816,Lotus,2,420,103.93
u061817,Lotus,2,720,46.82
u061818,Orchid,2,630,81.18
u061819,Lotus,2,610,40.67
u061820,Rose,2,290,81.08
u061821,Rose,2,570,69.64
u061822,Tulip,1,250,83.89
u061823,Lavender,1,190,35.46
u061824,Lotus,1,680,95.49
u061825,Lotus,1,880,80.09
u061826,Lavender,1,430,96.56
u061827,Lotus,1,810,147.2
u061828,Lotus,2,300,24.16
u061829,Lotus,1,510,108.57
u061830,Lotus,1,750,25.09
u061831,Rose,2,370,41.21
u061832,Tulip,1,800,43.57
u061833,Rose,1,380,133.5
u061834,Tulip,2,650,141.91
u061835,Lotus,1,340,92.83
u061836,Tulip,2,490,128.9
u061837,Lavender,2,160,130.47
u061838,Lotus,2,810,131.88
u061839,Tulip,2,470,34.32
u061840,Lavender,1,540,92.77
u061841,Lavender,1,330,93.86
u061842,Lotus,2,550,90.64
u061843,Rose,1,90,149.91
u061844,Lavender,2,270,56.03
u061845,Orchid,2,90,117.65
u061846,Tulip,1,260,141.05
u061847,Orchid,1,960,124.3
u061848,Rose,1,990,108.25
u061849,Orchid,1,430,134.2
u061850,Orchid,2,110,48.23
u061851,Lotus,2,40,30.62
u061852,Orchid,1,770,106.05
u061853,Rose,2,70,128.53
u061854,Rose,1,660,89.84
u061855,Lotus,2,290,103.45
u061856,Rose,2,730,113.6
u061857,Lavender,2,50,22.23
u061858,Lotus,2,540,148.67
u061859,Orchid,1,650,77.3
u061860,Lavender,1,250,71.74
u061861,Tulip,2,700,29.12
u061862,Lavender,2,980,141.59
u061863,Lotus,2,420,60.8
u061864,Rose,2,60,59.48
u061865,Tulip,2,980,55.7
u061866,Tulip,1,360,109.82
u061867,Orchid,1,800,54.13
u061868,Lotus,1,210,42.52
u061869,Rose,2,720,69.45
u061870,Orchid,1,130,13.45
u061871,Rose,2,870,40.67
u061872,Lavender,1,50,79.16
u061873,Rose,1,880,18.48
u061874,Tulip,2,280,140.73
u061875,Lotus,1,980,105.04
u061876,Lavender,2,940,50.65
u061877,Rose,2,360,105.13
u061878,Tulip,2,560,94.89
u061879,Orchid,1,790,22.81
u061880,Rose,2,640,71.65
u061881,Orchid,2,100,126.77
u061882,Lavender,2,390,37.81
u061883,Lavender,1,770,14.53
u061884,Orchid,1,770,47.2
u061885,Orchid,1,930,24.24
u061886,Lotus,2,180,32.57
u061887,Rose,2,430,100.51
u061888,Tulip,2,790,13.18
u061889,Lotus,2,710,77.61
u061890,Tulip,1,450,112.67
u061891,Lotus,2,580,55.79
u061892,Tulip,1,80,68.95
u061893,Orchid,1,60,88.26
u061894,Orchid,2,910,133.01
u061895,Lotus,2,210,127.26
u061896,Orchid,2,700,31.73
u061897,Lotus,2,810,136.36
u061898,Lavender,2,130,57.14
u061899,Lavender,2,570,37.83
u061900,Orchid,2,930,36.9
u061901,Tulip,1,250,23.39
u061902,Lavender,2,1000,143.69
u061903,Lavender,2,430,50.95
u061904,Rose,2,690,118.94
u061905,Orchid,1,720,119.62
u061906,Lotus,2,640,35.41
u061907,Tulip,1,20,77.14
u061908,Rose,1,60,35.84
u061909,Rose,1,120,23.4
u061910,Lotus,2,720,13.52
u061911,Lotus,2,540,141.34
u061912,Lotus,2,300,91.2
